nrCpfCnpj,vlPresta,vlMora,qtPrestacoes,vlMovimento,vlPag,vlTotal,dtPag,dtContrato,dtVctPre
95.920.220/0001-40,1221.54,46.87,9,4559.82,2835.03,1268.41,20240103,20220320,20220917
340.726.742-81,4437.62,427.16,4,3902.31,3770.81,4864.78,20240111,20230718,20230906
802.455.005-96,1903.71,55.04,10,5131.89,1170.68,1958.75,20240114,20220604,20220716
561.708.642-14,4993.57,377.97,6,7163.42,4290.6,5371.54,20240109,20230512,20231207
13.411.283/0001-06,1267.83,227.42,2,4426.01,2165.58,1495.25,20240104,20220823,20231208
69.660.278/0001-91,2011.25,214.0,4,6701.65,3238.63,2225.25,20240112,20211027,20220202
92.935.390/0001-00,4557.58,398.97,1,2773.93,622.49,4956.55,20240110,20230615,20230926
91.239.881/0001-53,3822.83,37.01,1,7382.51,4096.28,3859.84,20240112,20210331,20221119
14.869.704/0001-00,1280.26,34.84,5,2746.48,2579.85,1315.1,20240108,20220911,20230814
653.170.842-53,1721.54,3.57,5,6847.74,1172.87,1725.11,20240103,20220315,20230916
115.582.536-53,1829.35,397.19,10,2127.51,1622.09,2226.54,20240114,20220218,20231008
46.420.911/0001-79,2629.08,198.72,7,6322.68,1137.31,2827.8,20240103,20201102,20210512
659.284.686-01,3401.44,94.57,2,1041.45,4253.13,3496.01,20240108,20210312,20220410
968.015.703-23,3871.68,79.79,10,5287.55,925.9,3951.47,20240104,20220205,20230529
66.840.177/0001-04,1469.15,164.05,2,4318.21,2246.06,1633.2,20240104,20200521,20220720
808.504.459-57,3269.77,261.5,6,8614.7,1588.92,3531.27,20240103,20221020,20231031
675.135.686-26,4786.05,358.78,12,3200.99,3481.96,5144.83,20240106,20200210,20200218
481.957.785-93,2051.0,414.98,1,2241.94,3601.34,2465.98,20240114,20210114,20210529
21.024.719/0001-32,1369.61,400.38,6,7325.76,4882.6,1769.99,20240115,20230502,20230921
302.338.800-89,4191.56,189.72,4,9267.16,3809.39,4381.28,20240103,20230129,20231103
889.599.760-32,3453.0,87.2,6,6719.56,1454.93,3540.2,20240109,20231029,20231218
054.557.128-61,4333.38,269.86,4,6141.77,1285.39,4603.24,20240105,20200701,20220401
737.320.093-19,3237.79,52.87,11,9571.02,1006.47,3290.66,20240113,20220729,20230208
167.288.172-20,2961.98,12.48,1,1483.21,1217.95,2974.46,20240110,20220712,20221107
42.827.497/0001-66,1897.68,406.8,1,9415.02,2692.16,2304.48,20240114,20210408,20230712
85.204.346/0001-64,4705.32,215.45,3,9032.54,1556.75,4920.77,20240110,20200910,20230212
96.016.103/0001-19,2803.4,438.99,7,1780.71,2834.46,3242.39,20240101,20221211,20231116
03.775.747/0001-00,2275.6,346.11,1,6310.23,2045.59,2621.71,20240114,20200515,20230621
85.927.747/0001-42,4849.42,418.81,9,5683.07,3202.22,5268.23,20240102,20201218,20220211
791.692.773-03,2522.8,46.86,3,2687.92,1230.69,2569.66,20240104,20220404,20230504
05.502.762/0001-00,2462.02,120.07,2,1518.55,2307.53,2582.09,20240102,20210416,20220512
71.887.342/0001-13,2496.55,121.81,2,1084.76,2457.75,2618.36,20240103,20221025,20230101
332.640.971-09,2977.57,444.42,5,3988.74,1362.36,3421.99,20240114,20230817,20230914
79.487.696/0001-82,1881.67,236.2,5,4808.64,4425.2,2117.87,20240114,20210913,20230817
63.230.688/0001-16,1993.33,35.66,3,2974.29,3615.47,2028.99,20240104,20200930,20240113
782.880.707-44,3915.1,121.52,9,4189.62,1315.36,4036.62,20240103,20230707,20231205
64.644.712/0001-26,2550.28,309.9,12,6301.98,606.85,2860.18,20240115,20221111,20221223
361.871.609-59,2972.19,465.3,5,7254.04,3811.19,3437.49,20240102,20200424,20220411
62.658.713/0001-02,4067.21,230.86,1,3229.0,4032.86,4298.07,20240106,20210921,20220718
71.549.795/0001-30,1365.34,149.41,9,6881.91,2737.66,1514.75,20240101,20211206,20230515
357.062.801-93,2863.03,305.48,4,9367.39,1458.4,3168.51,20240109,20211230,20230109
02.024.705/0001-74,4440.61,217.09,2,5308.86,2618.15,4657.7,20240105,20211008,20220903
84.371.123/0001-29,2599.36,108.71,5,4921.44,3791.08,2708.07,20240114,20230615,20240101
86.094.267/0001-00,3097.86,391.22,6,9745.37,3702.27,3489.08,20240115,20230613,20230922
943.587.313-84,4252.48,57.32,5,2676.96,3394.91,4309.8,20240105,20231229,20240106
91.967.666/0001-79,1176.12,56.85,1,7949.73,3532.4,1232.97,20240102,20230312,20230923
49.366.221/0001-77,4494.21,14.81,4,2931.73,1178.6,4509.02,20240102,20240103,20240109
386.559.253-81,1339.08,128.41,5,5401.67,3578.34,1467.49,20240101,20200120,20220621
117.283.241-22,2546.95,460.74,11,1260.89,2521.94,3007.69,20240108,20201128,20230105
270.638.613-44,1422.12,349.68,7,6120.51,1528.11,1771.8,20240114,20221125,20230722
65.406.905/0001-01,4159.41,342.92,7,7428.87,2700.31,4502.33,20240108,20230610,20231109
029.291.643-44,1748.91,314.95,2,8934.49,1577.84,2063.86,20240108,20200124,20221009
772.372.854-91,2705.43,28.6,3,3140.31,3604.34,2734.03,20240115,20200416,20211017
89.995.115/0001-77,1058.58,210.26,2,2448.36,4200.43,1268.84,20240102,20200817,20210703
53.408.606/0001-27,1886.21,68.78,8,2508.27,1197.06,1954.99,20240109,20230115,20230308
082.274.897-53,4324.67,206.76,11,5714.75,2821.43,4531.43,20240103,20200902,20221203
541.686.549-07,2677.59,433.74,8,8908.14,938.83,3111.33,20240110,20240113,20240114
661.530.048-65,4633.01,455.63,8,8884.73,722.02,5088.64,20240107,20220710,20231213
986.888.709-77,1804.25,457.87,9,7925.87,2232.43,2262.12,20240104,20230703,20230801
801.143.518-30,3660.93,9.15,5,9509.54,1797.12,3670.08,20240106,20210818,20231212
64.188.084/0001-11,1627.0,137.45,8,7877.54,1465.78,1764.45,20240107,20220521,20221012
256.735.258-93,4090.4,303.28,4,7993.79,3907.54,4393.68,20240114,20230910,20231110
376.992.941-14,3628.05,392.56,4,1847.26,882.14,4020.61,20240107,20210723,20221124
814.310.273-40,4942.6,190.57,8,6509.84,3744.02,5133.17,20240105,20210715,20230519
873.909.421-93,4746.16,480.26,12,8670.29,2303.54,5226.42,20240114,20220208,20231030
840.717.688-51,1075.86,450.14,5,3069.59,1587.08,1526.0,20240103,20200714,20210122
46.277.582/0001-59,4109.01,139.31,2,2580.18,4296.0,4248.32,20240111,20231102,20240107
422.299.850-86,2623.05,62.9,5,7540.15,4985.74,2685.95,20240102,20220803,20221010
323.400.116-20,1243.47,284.82,11,3826.33,1018.98,1528.29,20240101,20230530,20231216
676.608.350-68,4544.36,430.74,8,5716.79,2387.45,4975.1,20240115,20221007,20231207
182.693.398-06,3293.82,253.33,4,4296.28,4003.64,3547.15,20240107,20220204,20230218
394.927.013-24,4255.78,298.13,1,2214.25,2281.37,4553.91,20240108,20231018,20231111
824.310.621-98,4489.74,437.38,11,2838.91,704.64,4927.12,20240101,20220213,20220728
87.082.599/0001-38,4694.31,186.77,5,1277.73,1523.88,4881.08,20240104,20201205,20210128
620.962.429-40,4317.97,391.22,4,6495.19,3962.65,4709.19,20240104,20231109,20231116
330.785.884-08,4123.83,321.96,12,5651.46,1737.78,4445.79,20240115,20211027,20220917
176.385.269-53,1864.61,59.31,6,7155.19,1462.72,1923.92,20240115,20210224,20220324
385.861.636-27,3155.11,202.29,6,2729.49,4472.58,3357.4,20240114,20201031,20230519
996.003.501-83,1924.64,381.95,12,4509.87,4239.82,2306.59,20240104,20220917,20230314
255.070.586-60,2337.41,231.27,5,7012.16,4264.56,2568.68,20240114,20201113,20220630
237.953.158-75,1206.33,380.01,11,6863.24,3414.14,1586.34,20240103,20211110,20221016
60.767.037/0001-71,4713.6,131.36,12,5937.83,4690.83,4844.96,20240106,20210615,20231108
475.517.478-34,4838.03,70.55,8,5786.94,695.21,4908.58,20240103,20200120,20230705
090.221.620-10,1135.82,12.79,1,4773.07,2149.57,1148.61,20240112,20201123,20230712
66.894.596/0001-29,2713.38,128.51,9,9139.2,588.45,2841.89,20240103,20220824,20231223
748.201.322-96,3022.81,186.47,11,5896.11,4332.4,3209.28,20240111,20200912,20230716
456.653.598-31,3990.73,469.31,12,3227.98,4585.48,4460.04,20240113,20201224,20211210
25.134.999/0001-92,2925.06,412.88,9,9318.92,1437.36,3337.94,20240101,20201028,20230427
318.333.283-37,2057.67,72.66,1,5498.34,2624.76,2130.33,20240114,20221008,20230725
40.702.203/0001-44,2398.44,83.71,1,4804.14,2998.74,2482.15,20240103,20210811,20221002
91.806.398/0001-03,3801.96,331.07,4,8390.18,2619.69,4133.03,20240112,20210616,20230813
32.339.199/0001-73,3984.13,300.66,2,6696.83,4623.55,4284.79,20240102,20220421,20220919
84.103.048/0001-15,4217.03,91.07,7,2322.52,4205.01,4308.1,20240107,20200116,20220807
50.853.691/0001-44,2819.79,114.96,11,3039.84,3136.41,2934.75,20240113,20230301,20230528
454.814.892-28,2010.75,190.77,10,4497.83,1871.34,2201.52,20240105,20230504,20230702
54.807.828/0001-85,1286.3,349.87,6,7642.27,4181.26,1636.17,20240109,20231027,20231225
226.912.933-43,1803.78,28.51,3,9774.38,3574.81,1832.29,20240105,20230109,20230829
11.955.547/0001-67,3778.64,205.59,10,2560.67,1233.32,3984.23,20240103,20200516,20231106
60.544.484/0001-61,4012.7,335.87,11,3857.85,3139.96,4348.57,20240109,20210325,20231224
191.059.353-26,2615.08,77.25,2,2207.65,928.64,2692.33,20240110,20200710,20221020
77.104.379/0001-04,1932.7,430.09,7,6332.1,4005.29,2362.79,20240110,20220522,20240105
810.374.563-43,2635.42,415.0,11,7542.57,4413.78,3050.42,20240106,20230721,20230917
43.046.442/0001-81,1205.53,269.3,8,1209.12,3846.75,1474.83,20240113,20200614,20200705
84.976.457/0001-26,3106.27,337.41,9,4388.08,3031.94,3443.68,20240107,20210407,20230914
832.967.373-16,3419.52,485.09,7,2384.0,2385.99,3904.61,20240105,20220826,20231224
12.047.381/0001-43,2063.69,270.18,8,6763.26,1063.33,2333.87,20240108,20200327,20230415
84.993.806/0001-18,3207.13,221.66,1,7150.07,3755.21,3428.79,20240107,20201118,20240106
80.234.219/0001-94,3836.58,435.62,10,7420.67,3448.62,4272.2,20240115,20230509,20231003
81.540.890/0001-26,3404.09,321.07,8,4525.92,4148.61,3725.16,20240106,20220704,20221105
00.533.309/0001-47,2454.99,375.5,5,8138.0,1456.31,2830.49,20240101,20220628,20221019
57.819.389/0001-19,2438.95,319.54,5,3414.89,4795.88,2758.49,20240109,20230707,20230924
90.252.104/0001-86,4698.71,230.28,8,8659.89,507.29,4928.99,20240112,20200118,20210312
89.211.522/0001-46,1921.51,127.78,8,1583.92,4725.98,2049.29,20240112,20200115,20200720
24.781.859/0001-43,2249.85,404.03,6,6715.44,3127.64,2653.88,20240106,20230424,20240110
74.936.702/0001-18,4024.53,70.15,7,6571.31,909.49,4094.68,20240106,20200622,20210102
153.671.647-22,3799.48,227.08,11,6306.53,4435.44,4026.56,20240110,20200621,20230322
00.978.081/0001-07,3284.18,271.63,4,6819.3,4960.8,3555.81,20240109,20231219,20240114
45.197.895/0001-34,4045.26,499.84,1,8246.0,4230.34,4545.1,20240114,20210817,20211221
260.521.701-90,2671.15,333.87,9,4066.57,3454.69,3005.02,20240107,20220916,20230419
004.427.738-54,1542.43,87.81,6,5686.28,3793.83,1630.24,20240109,20221021,20231108
517.150.435-02,4437.37,303.89,8,4480.02,4841.89,4741.26,20240114,20200817,20231217
99.698.559/0001-02,4041.54,424.06,7,5035.26,536.81,4465.6,20240109,20240107,20240107
784.807.081-66,1858.86,110.83,7,1783.55,1336.23,1969.69,20240102,20211228,20220609
65.957.915/0001-35,1660.38,386.37,8,1385.91,3100.58,2046.75,20240105,20211202,20231127
969.956.186-61,2125.26,173.52,2,9651.62,1172.5,2298.78,20240108,20211206,20230630
84.840.523/0001-36,1947.0,104.6,12,9834.33,1237.6,2051.6,20240108,20231011,20231129
147.889.757-00,1576.02,392.36,1,2577.8,1673.76,1968.38,20240110,20200515,20200815
42.731.366/0001-80,1753.14,313.3,3,2112.72,4348.51,2066.44,20240114,20230618,20230823
573.413.381-72,2069.82,467.61,7,5921.49,3597.57,2537.43,20240105,20210525,20231220
38.988.333/0001-43,4616.77,184.31,9,4707.12,1463.37,4801.08,20240107,20200128,20210124
69.445.056/0001-56,4187.82,484.74,10,3145.67,4976.97,4672.56,20240113,20220218,20221009
133.228.110-93,1882.88,142.67,4,5433.04,2371.44,2025.55,20240105,20220221,20221106
31.617.274/0001-58,2681.67,462.45,5,7056.76,2428.13,3144.12,20240115,20220405,20221117
695.650.756-06,1902.3,398.16,1,9831.09,1348.73,2300.46,20240106,20200622,20220625
74.528.929/0001-24,4849.14,246.3,3,8636.81,637.05,5095.44,20240109,20220620,20220829
326.171.228-75,3566.11,263.35,2,3895.57,4154.0,3829.46,20240105,20230714,20231212
783.823.949-49,3124.66,21.51,9,3257.86,4742.67,3146.17,20240106,20211205,20220625
49.307.699/0001-26,2601.41,256.22,1,2143.91,3621.19,2857.63,20240112,20230517,20230704
328.059.380-89,3899.06,183.11,11,2970.69,4829.37,4082.17,20240104,20200808,20210116
365.958.455-04,3606.59,436.58,10,3432.2,3884.62,4043.17,20240112,20210613,20220903
351.359.085-79,4911.31,106.25,4,6820.58,2398.44,5017.56,20240111,20200603,20220328
49.249.061/0001-86,2111.68,345.06,5,1978.38,3568.17,2456.74,20240105,20200410,20230806
88.163.559/0001-83,2860.98,206.88,10,4509.04,4486.47,3067.86,20240102,20211119,20230503
16.280.184/0001-20,3043.34,320.71,8,2083.63,3876.68,3364.05,20240102,20210820,20230904
38.280.084/0001-37,2335.31,57.03,8,5525.93,1805.46,2392.34,20240109,20230424,20231004
32.212.051/0001-73,2428.91,22.46,10,9385.11,1971.08,2451.37,20240111,20230618,20231220
56.717.751/0001-88,2328.37,495.63,1,5760.63,3514.33,2824.0,20240115,20200528,20230425
05.949.082/0001-39,3964.41,491.1,11,5494.8,4621.68,4455.51,20240104,20200414,20231109
017.520.847-64,2100.25,374.49,8,3147.77,4294.4,2474.74,20240104,20200927,20210605
22.599.677/0001-20,3904.61,263.32,9,8103.08,1021.5,4167.93,20240115,20210407,20230417
627.866.589-18,4474.81,232.46,1,5667.13,1713.85,4707.27,20240104,20200323,20220404
59.058.152/0001-98,2142.21,13.97,9,5541.62,2511.38,2156.18,20240111,20231209,20231225
365.951.802-60,4820.82,126.99,1,8633.87,503.75,4947.81,20240102,20231108,20231206
019.249.091-54,4629.26,306.4,12,2253.9,1377.34,4935.66,20240113,20211019,20211203
96.698.925/0001-27,2733.32,396.28,1,4608.56,4604.75,3129.6,20240112,20220609,20220807
809.242.177-31,1056.73,347.17,3,7057.64,4177.27,1403.9,20240104,20230530,20231218
72.456.229/0001-46,1395.66,154.7,6,2431.66,1693.54,1550.36,20240105,20230911,20240112
77.667.187/0001-06,2892.64,454.69,8,2948.84,3193.45,3347.33,20240110,20231202,20231208
018.531.955-61,3052.66,367.15,5,8774.74,4326.6,3419.81,20240108,20201017,20220514
76.714.349/0001-57,2785.03,419.37,4,3151.0,4290.26,3204.4,20240104,20220610,20230117
432.440.865-35,1833.56,395.81,3,4591.22,2794.48,2229.37,20240110,20231025,20231113
329.159.013-92,1290.13,397.44,3,8005.61,1604.43,1687.57,20240111,20200708,20201130
985.394.225-90,1596.18,351.86,8,7340.61,1230.15,1948.04,20240101,20230821,20231120
267.831.379-45,1934.82,376.37,9,7884.24,4122.4,2311.19,20240112,20211021,20231001
484.860.766-33,4940.65,35.79,12,1675.56,1208.83,4976.44,20240114,20230722,20230922
49.752.694/0001-02,3846.31,414.57,5,1676.4,4778.57,4260.88,20240110,20200301,20200721
68.266.841/0001-89,4571.9,265.11,7,1044.38,1162.53,4837.01,20240107,20201014,20210529
301.623.499-80,4954.2,267.95,10,2400.48,2631.06,5222.15,20240110,20201006,20221105
364.489.117-66,3924.84,118.13,12,9575.98,3616.94,4042.97,20240110,20230427,20230808
358.711.312-20,2007.89,353.8,9,8301.06,3985.25,2361.69,20240103,20211229,20230828
199.803.119-59,1970.43,117.38,8,5836.85,4992.15,2087.81,20240109,20230422,20231130
66.551.670/0001-04,2555.59,286.77,1,7857.11,709.71,2842.36,20240111,20230803,20230813
348.578.472-99,3834.06,440.51,6,7465.36,3947.75,4274.57,20240103,20220524,20220731
059.575.813-48,1873.46,285.34,12,1427.48,626.69,2158.8,20240102,20220802,20230604
650.129.859-82,3819.8,151.74,4,4955.33,1727.84,3971.54,20240102,20230329,20230607
108.903.999-99,2490.75,65.4,2,4753.77,3725.49,2556.15,20240111,20210209,20220202
676.411.464-14,2919.84,151.33,5,4671.35,1661.83,3071.17,20240112,20210421,20221031
423.332.192-03,4493.78,50.29,12,4843.76,1348.29,4544.07,20240103,20221007,20231015
10.431.241/0001-49,1977.5,394.29,8,8257.51,1137.43,2371.79,20240102,20220608,20220831
070.571.129-39,4300.31,50.26,1,3412.06,954.15,4350.57,20240102,20221014,20230929
837.191.494-63,1144.58,127.0,12,1030.7,2757.06,1271.58,20240101,20210806,20220618
59.066.080/0001-20,3545.87,90.97,9,2903.05,2964.25,3636.84,20240104,20220821,20231220
76.558.830/0001-09,4264.48,35.62,8,2957.61,2793.35,4300.1,20240110,20210917,20220827
554.674.409-00,2968.78,138.42,10,9269.66,4609.49,3107.2,20240114,20210609,20230219
703.731.335-10,2351.82,441.45,3,9913.38,1918.65,2793.27,20240103,20220810,20221219
13.448.469/0001-30,4473.74,275.58,1,6910.74,2924.6,4749.32,20240113,20230201,20240107
19.410.168/0001-01,3186.96,445.7,8,4170.12,1121.83,3632.66,20240102,20220418,20220609
070.680.146-66,2661.47,211.33,11,5355.98,1868.88,2872.8,20240102,20231128,20240111
308.196.542-05,2567.32,180.3,9,2756.71,4171.57,2747.62,20240109,20201224,20211230
104.566.351-49,4405.7,434.38,3,7043.29,1914.05,4840.08,20240115,20210107,20240102
038.531.923-19,1663.49,129.33,2,3569.63,4307.11,1792.82,20240111,20201206,20230716
606.460.115-96,2003.77,474.82,9,1961.69,4662.34,2478.59,20240109,20211116,20221216
61.601.339/0001-38,2717.69,236.94,2,7626.37,3510.11,2954.63,20240113,20231231,20240104
74.847.346/0001-66,4571.69,199.4,6,2373.8,2063.28,4771.09,20240102,20230714,20231129
86.767.857/0001-57,3086.92,369.03,6,3750.8,1809.8,3455.95,20240108,20230529,20231218
61.411.442/0001-15,4462.85,64.36,11,8957.1,2743.39,4527.21,20240107,20231221,20231231
70.283.870/0001-09,2926.51,422.65,10,7196.19,1972.86,3349.16,20240107,20231122,20240105
631.565.958-61,4458.6,91.61,2,5361.88,3968.99,4550.21,20240105,20200314,20220122
544.687.248-70,4663.72,292.86,9,7402.79,3444.14,4956.58,20240105,20220906,20221229
230.382.803-13,4787.79,409.93,8,4361.64,4980.38,5197.72,20240103,20200123,20231207
768.346.562-35,1131.55,326.83,3,6682.72,1611.15,1458.38,20240113,20230922,20231118
668.644.971-78,4289.25,284.95,8,8626.9,2108.17,4574.2,20240102,20210417,20220522
09.616.089/0001-90,1720.38,263.85,6,7742.6,4775.14,1984.23,20240115,20230822,20230917
76.282.208/0001-02,1276.68,170.01,6,8062.22,3818.79,1446.69,20240105,20200907,20210327
24.674.878/0001-70,1675.18,242.68,6,9195.2,2643.34,1917.86,20240106,20230614,20231208
831.652.422-83,2725.93,490.76,9,2797.57,3970.34,3216.69,20240108,20230402,20240107
56.143.682/0001-46,2562.73,9.48,6,4469.75,4043.62,2572.21,20240108,20231215,20231216
657.694.249-40,2864.56,361.0,5,7928.57,2884.25,3225.56,20240109,20211222,20220323
45.760.854/0001-04,4903.93,242.95,8,1690.27,787.8,5146.88,20240115,20221118,20230618
312.171.093-15,1555.18,407.55,1,8417.34,4622.65,1962.73,20240103,20200912,20210219
31.194.921/0001-66,4413.57,99.45,12,3928.02,2049.42,4513.02,20240111,20201225,20220516
738.945.743-05,2949.02,464.24,12,3445.04,521.51,3413.26,20240114,20220110,20240114
22.212.417/0001-50,4021.96,449.77,7,3406.15,4071.99,4471.73,20240110,20200702,20200809
67.735.677/0001-49,3461.23,424.03,6,9630.2,2210.26,3885.26,20240102,20210520,20220411
02.292.912/0001-00,3480.25,381.11,10,2029.86,1146.19,3861.36,20240101,20200505,20201203
065.432.721-12,3131.67,100.37,6,6394.88,3981.56,3232.04,20240113,20231121,20231221
786.717.288-20,3610.3,133.01,3,6390.57,1461.77,3743.31,20240104,20211113,20220831
07.530.905/0001-12,1151.79,354.35,2,5546.77,4186.66,1506.14,20240115,20230625,20231201
82.652.860/0001-74,2054.4,243.65,6,3927.8,4084.03,2298.05,20240103,20230428,20230817
93.506.977/0001-66,2273.91,339.65,6,6709.98,3744.55,2613.56,20240115,20210529,20230908
348.358.061-15,1321.08,31.87,7,7054.47,4671.98,1352.95,20240109,20230422,20240104
764.575.386-22,4515.45,439.88,12,7898.04,1817.62,4955.33,20240107,20220809,20231126
96.166.510/0001-02,3286.35,307.37,11,3749.82,1748.91,3593.72,20240115,20220814,20221228
53.855.882/0001-33,2732.2,76.31,8,4891.18,3153.23,2808.51,20240105,20200201,20211130
312.623.625-12,4142.29,255.03,12,3303.84,3210.78,4397.32,20240111,20220725,20230418
29.367.280/0001-52,4602.62,393.95,12,3910.04,555.21,4996.57,20240101,20200829,20210417
34.222.260/0001-23,4930.14,224.09,9,6482.58,3649.77,5154.23,20240110,20210504,20220724
07.684.437/0001-30,3999.93,26.17,7,8744.96,1384.53,4026.1,20240115,20211201,20230818
558.263.115-17,4454.32,28.16,10,9184.31,3236.87,4482.48,20240113,20230321,20230718
05.830.914/0001-01,4709.53,415.95,5,2797.1,1516.74,5125.48,20240112,20200517,20220930
193.793.846-88,2300.27,211.15,1,9387.02,3440.42,2511.42,20240114,20200814,20210604
49.899.042/0001-03,2096.98,219.39,10,3146.63,1520.29,2316.37,20240105,20200815,20240112
05.837.116/0001-01,3269.02,145.23,4,6982.47,1550.56,3414.25,20240107,20220807,20230205
62.523.923/0001-85,1601.34,196.81,3,8528.21,563.44,1798.15,20240110,20200126,20200304
234.840.751-55,3719.79,197.98,2,6035.38,2020.17,3917.77,20240114,20231128,20231208
